Special Number,Month,Season,Total Weight,Recycle,Non-Recycle,Blue Net,Latitude,Longitude,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region
12472,9,Fall,0,0,0,0,38.506222,26.275722,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12473,9,Fall,0,0,0,0,38.505806,26.275917,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12474,9,Fall,0,0,0,0,38.504833,26.275389,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12475,9,Fall,0,0,0,0,38.504917,26.275222,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12476,9,Fall,0,0,0,0,38.50575,26.271667,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12477,9,Fall,0,0,0,0,38.505722,26.271806,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12478,9,Fall,120,0,120,0,38.5055,26.272694,South,N,5.0,Pebbles,375,51,0,0,123. ΟΙΝΟΥΣΣΕΣ
12479,9,Fall,0,0,0,0,38.504306,26.273361,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12480,9,Fall,0,0,0,0,38.518667,26.275167,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12481,9,Fall,0,0,0,0,38.518694,26.275389,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12482,9,Fall,0,0,0,0,38.494444,26.289639,South,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12483,9,Fall,0,0,0,0,38.493861,26.287722,South,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12484,9,Fall,0,0,0,0,38.495333,26.284528,South,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12485,9,Fall,0,0,0,0,38.4955,26.284417,South,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12486,9,Fall,0,0,0,0,38.494639,26.283667,East,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12487,9,Fall,0,0,0,0,38.494278,26.283361,West,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12488,9,Fall,0,0,0,0,38.495556,26.282278,South,N,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12489,9,Fall,252,16,236,0,38.493917,26.288583,South,N,6.0,Mixed,202,44,0,0,123. ΟΙΝΟΥΣΣΕΣ
12490,9,Fall,142,75,67,0,38.494139,26.286861,South,N,6.0,Pebbles,155,60,0,0,123. ΟΙΝΟΥΣΣΕΣ
12491,9,Fall,0,0,0,0,38.496583,26.279,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12492,9,Fall,0,0,0,0,38.497194,26.2805,North,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12493,9,Fall,0,0,0,0,38.497667,26.281306,North,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12494,9,Fall,0,0,0,0,38.500778,26.280444,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12495,9,Fall,0,0,0,0,38.49825,26.283222,West,NW,5.0,Mixed,1186,215,0,0,123. ΟΙΝΟΥΣΣΕΣ
12497,9,Fall,0,0,0,0,38.504556,26.281667,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12498,9,Fall,0,0,0,0,38.504556,26.281167,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12499,9,Fall,0,0,0,0,38.505472,26.280361,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12500,9,Fall,0,0,0,0,38.506917,26.277333,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12501,9,Fall,0,0,0,0,38.507167,26.276333,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12502,9,Fall,0,0,0,0,38.507528,26.276167,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12503,9,Fall,0,0,0,0,38.508667,26.276639,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12504,9,Fall,103,62,41,0,38.509444,26.276278,West,NW,5.0,Pebbles,613,98,0,0,123. ΟΙΝΟΥΣΣΕΣ
12505,9,Fall,0,0,0,0,38.511667,26.277389,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12506,9,Fall,0,0,0,0,38.512861,26.277611,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12507,9,Fall,0,0,0,0,38.511917,26.277167,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12508,9,Fall,0,0,0,0,38.512,26.277139,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12509,9,Fall,0,0,0,0,38.512056,26.276917,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12510,9,Fall,0,0,0,0,38.512222,26.276833,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12511,9,Fall,89,0,89,0,38.5175,26.275917,West,NW,5.0,Sand,1508,200,0,0,123. ΟΙΝΟΥΣΣΕΣ
12512,9,Fall,0,0,0,0,38.514278,26.276083,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12513,9,Fall,198,25,94,79,38.5145,26.275528,South,NW,5.0,Mixed,899,90,0,0,123. ΟΙΝΟΥΣΣΕΣ
12514,9,Fall,0,0,0,0,38.514194,26.274556,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12515,9,Fall,0,0,0,0,38.514167,26.274139,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12516,9,Fall,0,0,0,0,38.51475,26.273889,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12517,9,Fall,241,0,200,41,38.515361,26.274306,West,NW,5.0,Mixed,309,63,0,0,123. ΟΙΝΟΥΣΣΕΣ
12518,9,Fall,0,0,0,0,38.516167,26.274722,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12519,9,Fall,0,0,0,0,38.519444,26.271194,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12520,9,Fall,0,0,0,0,38.518861,26.270917,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12521,9,Fall,81,0,81,0,38.517778,26.271,East,NW,5.0,Mixed,493,75,0,0,123. ΟΙΝΟΥΣΣΕΣ
12522,9,Fall,0,0,0,0,38.516528,26.271139,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12523,9,Fall,0,0,0,0,38.516472,26.271083,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12524,9,Fall,0,0,0,0,38.516083,26.270667,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12525,9,Fall,78,0,62,16,38.515667,26.270444,East,NW,5.0,Mixed,425,88,0,0,123. ΟΙΝΟΥΣΣΕΣ
12526,9,Fall,0,0,0,0,38.514917,26.270194,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12527,9,Fall,0,0,0,0,38.514389,26.269944,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12528,9,Fall,0,0,0,0,38.514,26.269583,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12529,9,Fall,0,0,0,0,38.513833,26.26925,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12530,9,Fall,189,25,95,69,38.5135,26.26875,East,NW,5.0,Mixed,476,90,0,0,123. ΟΙΝΟΥΣΣΕΣ
12531,9,Fall,0,0,0,0,38.511833,26.269278,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12532,9,Fall,0,0,0,0,38.5115,26.269167,East,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12533,9,Fall,0,0,0,0,38.510167,26.267778,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12534,9,Fall,0,0,0,0,38.510278,26.267111,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12535,9,Fall,0,0,0,0,38.511056,26.265417,South,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12536,9,Fall,0,0,0,0,38.511167,26.265389,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12537,9,Fall,0,0,0,0,38.511528,26.265583,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12538,9,Fall,0,0,0,0,38.511694,26.265722,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12539,9,Fall,0,0,0,0,38.511861,26.265861,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12540,9,Fall,0,0,0,0,38.512056,26.265972,West,NW,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12542,9,Fall,0,0,0,0,39.132722,23.800778,South,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12543,9,Fall,0,0,0,0,39.136278,23.805111,East,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12544,9,Fall,0,0,0,0,39.0995,23.775667,East,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12545,9,Fall,0,0,0,0,39.098556,23.774583,East,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12546,9,Fall,0,0,0,0,39.096417,23.772972,East,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12547,9,Fall,0,0,0,0,39.091778,23.768528,East,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12548,9,Fall,0,0,0,0,39.143278,23.633417,South,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12549,9,Fall,0,0,0,0,39.131028,23.646806,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12550,9,Fall,0,0,0,0,39.131556,23.645778,South,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12551,9,Fall,0,0,0,0,39.157333,23.623889,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12552,9,Fall,0,0,0,0,39.14325,23.634417,South,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12553,9,Fall,0,0,0,0,39.190694,23.597028,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12554,9,Fall,0,0,0,0,39.157667,23.62375,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12555,9,Fall,0,0,0,0,39.157861,23.623667,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12556,9,Fall,0,0,0,0,39.158278,23.623389,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12557,9,Fall,0,0,0,0,39.158667,23.623028,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12558,9,Fall,0,0,0,0,39.159167,23.6225,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12559,9,Fall,0,0,0,0,39.161611,23.620917,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12560,9,Fall,0,0,0,0,39.159306,23.622056,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12561,9,Fall,0,0,0,0,39.175111,23.606222,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12562,9,Fall,0,0,0,0,39.177778,23.605583,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12563,9,Fall,0,0,0,0,39.178111,23.6055,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12564,9,Fall,0,0,0,0,39.182667,23.603111,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12565,9,Fall,0,0,0,0,39.181583,23.603417,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12566,9,Fall,0,0,0,0,39.187833,23.599917,West,NW,3.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12567,9,Fall,0,0,0,0,39.128194,23.771667,North,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12568,9,Fall,0,0,0,0,39.128306,23.767167,North,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12569,9,Fall,0,0,0,0,39.127917,23.782472,East,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12570,9,Fall,0,0,0,0,39.129139,23.760972,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12571,9,Fall,0,0,0,0,39.128917,23.758278,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12572,9,Fall,0,0,0,0,39.129472,23.756889,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12573,9,Fall,0,0,0,0,39.129306,23.750528,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12574,9,Fall,0,0,0,0,39.344417,24.064389,East,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12575,9,Fall,214,153,61,0,39.126194,23.741,West,NW,4.0,Pebbles,4146,368,0,0,33. ΣΚΟΠΕΛΟΣ
12576,9,Fall,132,75,57,0,39.125306,23.727611,North,NW,4.0,Mixed,568,80,0,0,33. ΣΚΟΠΕΛΟΣ
12577,9,Fall,185,120,65,0,39.198806,23.613306,East,NW,4.0,Mixed,31,6,0,0,33. ΣΚΟΠΕΛΟΣ
12578,9,Fall,0,0,0,0,39.196694,23.616306,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12579,9,Fall,0,0,0,0,39.196389,23.618139,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12580,9,Fall,0,0,0,0,39.195778,23.621,North,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12581,9,Fall,0,0,0,0,39.189528,23.633667,East,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12582,9,Fall,0,0,0,0,39.183417,23.635333,East,NW,4.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12583,9,Fall,0,0,0,0,39.087139,23.755778,East,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12584,9,Fall,0,0,0,0,39.075194,23.708472,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12585,9,Fall,0,0,0,0,39.112417,23.660833,South,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12586,9,Fall,0,0,0,0,39.112639,23.651361,South,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12587,9,Fall,0,0,0,0,39.120472,23.654528,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12588,9,Fall,0,0,0,0,39.122639,23.654639,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12589,9,Fall,0,0,0,0,39.123556,23.653722,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12590,9,Fall,0,0,0,0,39.123667,23.653667,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12591,9,Fall,0,0,0,0,39.123806,23.653556,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12592,9,Fall,0,0,0,0,39.124139,23.653278,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12593,9,Fall,0,0,0,0,39.124472,23.652861,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12594,9,Fall,0,0,0,0,39.124639,23.652583,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12595,9,Fall,0,0,0,0,39.133167,23.645056,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12596,9,Fall,0,0,0,0,39.133833,23.645056,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12597,9,Fall,0,0,0,0,39.153111,23.624444,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12598,9,Fall,0,0,0,0,39.153833,23.624222,West,Calm,0.0,Mixed,1,1,0,0,33. ΣΚΟΠΕΛΟΣ
12600,8,Summer,0,0,0,0,38.546833,25.5075,West,Calm,0.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12601,8,Summer,0,0,0,0,38.550444,25.527417,North,Calm,0.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12602,9,Fall,0,0,0,0,38.552917,25.609972,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12603,9,Fall,0,0,0,0,38.554139,25.609889,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12604,9,Fall,0,0,0,0,38.554556,25.610194,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12605,9,Fall,0,0,0,0,38.557972,25.610639,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12606,9,Fall,0,0,0,0,38.558583,25.611111,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12607,9,Fall,0,0,0,0,38.565306,25.614861,East,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12608,9,Fall,0,0,0,0,38.604639,25.572583,North,NE,5.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12609,9,Fall,0,0,0,0,38.601889,25.534361,South,N,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12610,9,Fall,0,0,0,0,38.592333,25.5335,South,N,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12611,9,Fall,0,0,0,0,38.592056,25.534556,South,N,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12612,9,Fall,0,0,0,0,38.591556,25.535361,South,N,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12613,10,Fall,479,128,220,131,38.595694,25.553167,North,NE,4.0,Mixed,3204,155,0,0,122. ΨΑΡΑ
12614,10,Fall,0,0,0,0,38.596056,25.554111,North,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12615,10,Fall,0,0,0,0,38.596306,25.554667,North,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12616,10,Fall,273,91,79,103,38.588194,25.5415,West,NE,4.0,Pebbles,2984,134,0,0,122. ΨΑΡΑ
12617,10,Fall,110,96,14,0,38.585861,25.542917,West,NE,4.0,Pebbles,291,55,0,0,122. ΨΑΡΑ
12618,10,Fall,0,0,0,0,38.585222,25.543056,West,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12619,10,Fall,0,0,0,0,38.584389,25.542806,West,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12621,10,Fall,48,0,48,0,38.579278,25.549694,South,S,3.0,Pebbles,5182,241,0,0,122. ΨΑΡΑ
12622,10,Fall,0,0,0,0,38.57225,25.554722,West,S,3.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12623,9,Fall,0,0,0,0,39.062194,24.113,South,S,1.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12625,9,Fall,0,0,0,0,39.086194,24.106778,West,S,1.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12627,10,Fall,0,0,0,0,39.335361,24.31525,West,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12628,10,Fall,0,0,0,0,39.336111,24.314639,South,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12629,10,Fall,0,0,0,0,39.349611,24.319167,West,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12630,10,Fall,0,0,0,0,39.357806,24.319722,West,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12631,10,Fall,0,0,0,0,39.360306,24.320167,West,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12632,10,Fall,0,0,0,0,39.36075,24.321056,West,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12633,10,Fall,0,0,0,0,39.355611,24.330167,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12634,10,Fall,0,0,0,0,39.351194,24.330361,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12635,10,Fall,0,0,0,0,39.332056,24.323833,South,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12636,10,Fall,0,0,0,0,39.349917,24.329778,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12637,10,Fall,0,0,0,0,39.343806,24.326806,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12638,10,Fall,0,0,0,0,39.343,24.326694,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12639,10,Fall,0,0,0,0,39.341861,24.326694,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12640,10,Fall,0,0,0,0,39.339833,24.325917,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12641,10,Fall,0,0,0,0,39.333722,24.325611,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12642,10,Fall,0,0,0,0,39.335778,24.325111,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12643,10,Fall,0,0,0,0,39.336722,24.325111,East,N,4.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12644,9,Fall,73,0,73,0,38.513056,26.263472,South,Calm,0.0,Mixed,14,15,0,0,123. ΟΙΝΟΥΣΣΕΣ
12645,9,Fall,0,0,0,0,38.513417,26.26275,West,Calm,0.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12646,9,Fall,0,0,0,0,38.504444,26.251,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12647,9,Fall,0,0,0,0,38.513806,26.260028,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12648,9,Fall,0,0,0,0,38.511778,26.259083,South,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12649,9,Fall,0,0,0,0,38.509639,26.257583,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12650,9,Fall,0,0,0,0,38.508778,26.257694,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12651,9,Fall,0,0,0,0,38.505583,26.249722,South,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12652,9,Fall,0,0,0,0,38.508,26.249028,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12653,9,Fall,0,0,0,0,38.508306,26.249028,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12654,9,Fall,0,0,0,0,38.509056,26.249417,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12655,9,Fall,0,0,0,0,38.509222,26.249417,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12656,9,Fall,0,0,0,0,38.511556,26.251028,North,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12657,9,Fall,0,0,0,0,38.512111,26.25325,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12658,9,Fall,0,0,0,0,38.513028,26.250806,South,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12659,9,Fall,0,0,0,0,38.513389,26.249194,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12660,9,Fall,0,0,0,0,38.513417,26.26275,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12661,9,Fall,0,0,0,0,38.510194,26.247528,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12662,9,Fall,0,0,0,0,38.510028,26.247472,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12663,9,Fall,48,8,40,0,38.510583,26.242417,South,SE,6.0,Sand,2291,128,0,0,123. ΟΙΝΟΥΣΣΕΣ
12664,9,Fall,77,51,26,0,38.511833,26.233278,South,SE,6.0,Sand,1097,80,0,0,123. ΟΙΝΟΥΣΣΕΣ
12665,9,Fall,0,0,0,0,38.514611,26.228278,South,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12666,9,Fall,0,0,0,0,38.513222,26.228,East,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12667,9,Fall,0,0,0,0,38.512667,26.226,South,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12668,9,Fall,0,0,0,0,38.512694,26.225694,West,SE,6.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12669,9,Fall,0,0,0,0,38.51375,26.214972,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12670,9,Fall,0,0,0,0,38.515361,26.214,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12671,9,Fall,73,14,13,46,38.518528,26.211694,West,N,5.0,Mixed,105,33,0,0,123. ΟΙΝΟΥΣΣΕΣ
12672,9,Fall,0,0,0,0,38.511194,26.215694,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12673,9,Fall,0,0,0,0,38.512,26.216083,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12674,9,Fall,0,0,0,0,38.51325,26.215389,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12675,9,Fall,0,0,0,0,38.518056,26.206056,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
