Days of Operations,Special Number,Date,Beaches,Name of Beach,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,Sediment,WidthLength,Coastline of Clean Beach,Coastline cleaned,Finds/Comments,Beaches complete,Beaches check clean,Road Network,Tourist Business,source_file,source_row,Region,site_id,Month,Season,Latitude,Longitude,WindDirection,WindSpeed
,10742.0,2024-12-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 223 (1),,194.0,151.0,0.0,43.0,"40°22'47.2""N 24°03'15.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,400.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5548,ΧΑΛΚΙΔΙΚΗ,10742,12,Winter,40.379778,24.054278,NW,3.5
,10743.0,2024-12-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 224 (1),,288.0,133.0,0.0,155.0,"40°22'33.5""N 24°03'36.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,360.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5549,ΧΑΛΚΙΔΙΚΗ,10743,12,Winter,40.375972,24.06025,NW,3.5
598,10744.0,2025-02-02,ΆΘΩΣ ΠΑΡΑΛΊΑ 225,,0.0,0.0,0.0,0.0,"40°16'53.4""N 24°15'57.8""E",ΑΝΑΤΟΛΙΚΗ,Sand,,172.0,,,0.0,1.0,0,0,Typhoon2,5550,ΧΑΛΚΙΔΙΚΗ,10744,2,Winter,40.2815,24.266056,WSW,2.0
599,2490.0,2025-02-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 223 (2),,452.0,97.0,294.0,61.0,"40°22'47.2""N 24°03'15.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,11941.0,,400.0,,1.0,0.0,0,0,Typhoon2,5551,ΧΑΛΚΙΔΙΚΗ,2490,2,Winter,40.379778,24.054278,NE,6.5
,10743.0,2025-02-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 224 (2),,617.0,236.0,125.0,256.0,"40°22'33.5""N 24°03'36.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5552,ΧΑΛΚΙΔΙΚΗ,10743,2,Winter,40.375972,24.06025,NE,6.5
607,10789.0,2025-02-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 224 (3),,284.0,47.0,206.0,31.0,"40°22'33.5""N 24°03'36.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,8383.0,,360.0,,1.0,0.0,0,0,Typhoon2,5553,ΧΑΛΚΙΔΙΚΗ,10789,2,Winter,40.375972,24.06025,SE,2.0
,2498.0,2025-02-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 226 (1),,413.0,164.0,54.0,195.0,"40°22'15.6""N 24°03'50.3""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5554,ΧΑΛΚΙΔΙΚΗ,2498,2,Winter,40.371,24.063972,SE,2.0
,10791.0,2025-02-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 227 (1),,87.0,0.0,75.0,12.0,"40°22'26.6""N 24°03'40.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5555,ΧΑΛΚΙΔΙΚΗ,10791,2,Winter,40.374056,24.061361,SE,2.0
608,10791.0,2025-02-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 226 (2),,360.0,81.0,57.0,222.0,"40°22'26.6""N 24°03'40.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5556,ΧΑΛΚΙΔΙΚΗ,10791,2,Winter,40.374056,24.061361,S,2.0
,10792.0,2025-02-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 227 (2),,13.0,0.0,13.0,0.0," 40°22'26.6""N 24°03'40.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,1075.0,,104.0,,1.0,0.0,0,0,Typhoon2,5557,ΧΑΛΚΙΔΙΚΗ,10792,2,Winter,40.374056,24.061361,S,2.0
609,10791.0,2025-02-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 226 (3),,200.0,22.0,141.0,37.0,"40°22'26.6""N 24°03'40.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,9762.0,,380.0,,1.0,0.0,0,0,Typhoon2,5558,ΧΑΛΚΙΔΙΚΗ,10791,2,Winter,40.374056,24.061361,S,2.0
,2496.0,2025-02-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 228 (1),,583.0,242.0,70.0,271.0,"40°22'26.6""N 24°03'40.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5559,ΧΑΛΚΙΔΙΚΗ,2496,2,Winter,40.374056,24.061361,S,2.0
610,2496.0,2025-02-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 228 (2),,496.0,111.0,138.0,247.0,"40°22'04.6""N 24°03'57.3""E",North,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5560,ΧΑΛΚΙΔΙΚΗ,2496,2,Winter,40.367944,24.065917,SE,2.0
,10794.0,2025-02-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 229,,0.0,0.0,0.0,0.0,"40°22'00.5""N 24°04'02.6""E",North,Sand,,40.0,,,0.0,1.0,0,0,Typhoon2,5561,ΧΑΛΚΙΔΙΚΗ,10794,2,Winter,40.366806,24.067389,SE,2.0
,10795.0,2025-02-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 230,,0.0,0.0,0.0,0.0,"40°21'60.0""N 24°04'05.0""E",North,Sand,,19.0,,,0.0,1.0,0,0,Typhoon2,5562,ΧΑΛΚΙΔΙΚΗ,10795,2,Winter,40.366667,24.068056,SE,2.0
611,2496.0,2025-02-24,ΆΘΩΣ ΠΑΡΑΛΊΑ 228 (3),,426.0,33.0,314.0,79.0,"40°22'04.6""N 24°03'57.3""E",North,Sand,7982.0,,285.0,,1.0,0.0,0,0,Typhoon2,5563,ΧΑΛΚΙΔΙΚΗ,2496,2,Winter,40.367944,24.065917,SE,2.0
612,2499.0,2025-02-25,ΆΘΩΣ ΠΑΡΑΛΊΑ 222 (3),,991.0,250.0,586.0,155.0,"40°23'10.1""N 24°02'52.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5564,ΧΑΛΚΙΔΙΚΗ,2499,2,Winter,40.386139,24.047889,NW,3.5
613,2499.0,2025-02-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 222 (4),,465.0,7.0,261.0,197.0,"40°23'10.1""N 24°02'52.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,6512.0,,130.0,,1.0,0.0,0,0,Typhoon2,5565,ΧΑΛΚΙΔΙΚΗ,2499,2,Winter,40.386139,24.047889,NW,3.5
,2474.0,2025-02-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 220 (3),,195.0,53.0,142.0,0.0,"40°23'37.8""N 24°02'31.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5566,ΧΑΛΚΙΔΙΚΗ,2474,2,Winter,40.393833,24.042139,NE,2.5
,10796.0,2025-02-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 231,,0.0,0.0,0.0,0.0,"40°23'06.8""N 24°03'02.2""E",ΑΝΑΤΟΛΙΚΗ,Sand,,17.0,,,0.0,1.0,0,0,Typhoon2,5567,ΧΑΛΚΙΔΙΚΗ,10796,2,Winter,40.385222,24.050611,W,2.5
614,2474.0,2025-02-27,ΆΘΩΣ ΠΑΡΑΛΊΑ 220 (4),,327.0,42.0,285.0,0.0,"40°23'37.8""N 24°02'31.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,4027.0,,190.0,,1.0,0.0,0,0,Typhoon2,5568,ΧΑΛΚΙΔΙΚΗ,2474,2,Winter,40.393833,24.042139,NE,2.5
615,2468.0,2025-02-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 219 (4),,590.0,225.0,163.0,202.0,"40°24'02.1""N 24°01'56.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5569,ΧΑΛΚΙΔΙΚΗ,2468,2,Winter,40.400583,24.032361,NE,2.5
,10797.0,2025-02-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 232,,0.0,0.0,0.0,0.0,"40°23'52.0""N 24°02'07.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,20.0,,,0.0,1.0,0,0,Typhoon2,5570,ΧΑΛΚΙΔΙΚΗ,10797,2,Winter,40.397778,24.035472,NE,2.5
,10798.0,2025-02-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 233,,0.0,0.0,0.0,0.0,"40°23'23.5""N 24°02'48.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,23.0,,,0.0,1.0,0,0,Typhoon2,5571,ΧΑΛΚΙΔΙΚΗ,10798,2,Winter,40.389861,24.046806,NE,2.5
616,10799.0,2025-03-01,ΆΘΩΣ ΠΑΡΑΛΊΑ 219 (5),,282.0,8.0,242.0,32.0,"40°24'02.1""N 24°01'56.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,56884.0,,650.0,,1.0,0.0,0,0,Typhoon2,5572,ΧΑΛΚΙΔΙΚΗ,10799,3,Spring,40.400583,24.032361,NE,2.5
617,10800.0,2025-03-02,ΆΘΩΣ ΠΑΡΑΛΊΑ 234,,852.0,268.0,158.0,426.0,"40°23'27.9""N 24°02'45.2""E",ΑΝΑΤΟΛΙΚΗ,Sand,249.0,,26.0,,1.0,0.0,0,0,Typhoon2,5573,ΧΑΛΚΙΔΙΚΗ,10800,3,Spring,40.391083,24.045889,NE,2.5
,10801.0,2025-03-02,ΆΘΩΣ ΠΑΡΑΛΊΑ 235,,375.0,142.0,63.0,170.0,"40°23'19.5""N 24°02'50.0""E",ΑΝΑΤΟΛΙΚΗ,Sand,241.0,,22.0,,1.0,0.0,0,0,Typhoon2,5574,ΧΑΛΚΙΔΙΚΗ,10801,3,Spring,40.38875,24.047222,NE,2.5
618,10714.0,2025-03-05,ΆΘΩΣ ΠΑΡΑΛΊΑ 210 (2),,176.0,12.0,0.0,164.0,"40°31'45.1""N 23°55'40.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,316.0,,30.0,,1.0,0.0,0,0,Typhoon2,5575,ΧΑΛΚΙΔΙΚΗ,10714,3,Spring,40.529194,23.927889,NE,1.0
,10802.0,2025-03-05,ΆΘΩΣ ΠΑΡΑΛΊΑ 236,,0.0,0.0,0.0,0.0,"40°31'44.2""N 23°55'41.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,17.0,,,0.0,1.0,0,0,Typhoon2,5576,ΧΑΛΚΙΔΙΚΗ,10802,3,Spring,40.528944,23.92825,NE,1.0
,10803.0,2025-03-05,ΆΘΩΣ ΠΑΡΑΛΊΑ 237,,0.0,0.0,0.0,0.0,"40°31'50.0""N 23°55'32.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,35.0,,,0.0,1.0,0,0,Typhoon2,5577,ΧΑΛΚΙΔΙΚΗ,10803,3,Spring,40.530556,23.925806,NE,1.0
,10804.0,2025-03-05,ΆΘΩΣ ΠΑΡΑΛΊΑ 238,,0.0,0.0,0.0,0.0,"40°31'51.6""N 23°55'30.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,,37.0,,,0.0,1.0,0,0,Typhoon2,5578,ΧΑΛΚΙΔΙΚΗ,10804,3,Spring,40.531,23.92525,NE,1.0
619,2466.0,2025-03-07,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (5),,653.0,123.0,224.0,306.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5579,ΧΑΛΚΙΔΙΚΗ,2466,3,Spring,40.407167,24.02875,N,2.0
620,2466.0,2025-03-08,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (6),,87.0,0.0,87.0,0.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,11751.0,,215.0,,1.0,0.0,0,0,Typhoon2,5580,ΧΑΛΚΙΔΙΚΗ,2466,3,Spring,40.407167,24.02875,N,2.0
,2367.0,2025-03-08,ΆΘΩΣ ΠΑΡΑΛΊΑ 239 (1),,304.0,176.0,37.0,91.0,"40°15'25.4""N 24°16'47.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5581,ΧΑΛΚΙΔΙΚΗ,2367,3,Spring,40.257056,24.279861,N,2.0
621,2367.0,2025-03-09,ΆΘΩΣ ΠΑΡΑΛΊΑ 239 (2),,450.0,127.0,276.0,47.0,"40°15'25.4""N 24°16'47.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,2623.0,,188.0,,1.0,0.0,0,0,Typhoon2,5582,ΧΑΛΚΙΔΙΚΗ,2367,3,Spring,40.257056,24.279861,N,2.0
622,10806.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 240,,263.0,66.0,112.0,85.0,"40°15'29.0""N 24°16'42.9""E",ΑΝΑΤΟΛΙΚΗ,Sand,221.0,,22.0,,1.0,0.0,0,0,Typhoon2,5583,ΧΑΛΚΙΔΙΚΗ,10806,3,Spring,40.258056,24.278583,N,2.0
,2368.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 241,,271.0,72.0,97.0,102.0,"40°15'32.7""N 24°16'42.0""E",ΑΝΑΤΟΛΙΚΗ,Sand,649.0,,50.0,,1.0,0.0,0,0,Typhoon2,5584,ΧΑΛΚΙΔΙΚΗ,2368,3,Spring,40.259083,24.278333,N,2.0
,10808.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 242,,0.0,0.0,0.0,0.0,"40°15'41.5""N 24°16'40.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,48.0,,,0.0,1.0,0,0,Typhoon2,5585,ΧΑΛΚΙΔΙΚΗ,10808,3,Spring,40.261528,24.277917,N,2.0
,10809.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 243,,0.0,0.0,0.0,0.0,"40°15'03.1""N 24°17'01.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,71.0,,,0.0,1.0,0,0,Typhoon2,5586,ΧΑΛΚΙΔΙΚΗ,10809,3,Spring,40.250861,24.283722,N,2.0
,10810.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 244,,0.0,0.0,0.0,0.0,"40°15'05.2""N 24°16'59.2""E",ΑΝΑΤΟΛΙΚΗ,Sand,,110.0,,,0.0,1.0,0,0,Typhoon2,5587,ΧΑΛΚΙΔΙΚΗ,10810,3,Spring,40.251444,24.283111,N,2.0
,2365.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 245,,0.0,0.0,0.0,0.0,"40°15'09.2""N 24°16'57.3""E",ΑΝΑΤΟΛΙΚΗ,Sand,,130.0,,,0.0,1.0,0,0,Typhoon2,5588,ΧΑΛΚΙΔΙΚΗ,2365,3,Spring,40.252556,24.282583,N,2.0
,10812.0,2025-03-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 246,,0.0,0.0,0.0,0.0,"40°15'12.6""N 24°16'56.3""E",ΑΝΑΤΟΛΙΚΗ,Sand,,116.0,,,0.0,1.0,0,0,Typhoon2,5589,ΧΑΛΚΙΔΙΚΗ,10812,3,Spring,40.2535,24.282306,N,2.0
623,10813.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 247,,148.0,49.0,99.0,0.0,"40°15'18.7""N 24°16'53.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,2633.0,,161.0,,1.0,0.0,0,0,Typhoon2,5590,ΧΑΛΚΙΔΙΚΗ,10813,3,Spring,40.255194,24.281528,N,2.0
,10814.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 248,,0.0,0.0,0.0,0.0,"40°15'21.2""N 24°16'53.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,60.0,,,0.0,1.0,0,0,Typhoon2,5591,ΧΑΛΚΙΔΙΚΗ,10814,3,Spring,40.255889,24.281583,N,2.0
,10815.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 249,,0.0,0.0,0.0,0.0,"40°15'22.7""N 24°16'54.1""E",ΑΝΑΤΟΛΙΚΗ,Sand,,50.0,,,0.0,1.0,0,0,Typhoon2,5592,ΧΑΛΚΙΔΙΚΗ,10815,3,Spring,40.256306,24.281694,N,2.0
,10816.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 250,,172.0,52.0,105.0,15.0,"40°14'52.5""N 24°17'06.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,765.0,,100.0,,1.0,0.0,0,0,Typhoon2,5593,ΧΑΛΚΙΔΙΚΗ,10816,3,Spring,40.247917,24.285111,N,2.0
,10817.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 251,,0.0,0.0,0.0,0.0,"40°14'48.6""N 24°17'12.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,181.0,,,0.0,1.0,0,0,Typhoon2,5594,ΧΑΛΚΙΔΙΚΗ,10817,3,Spring,40.246833,24.286861,N,2.0
,2364.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 252,,0.0,0.0,0.0,0.0,"40°14'45.4""N 24°17'16.1""E",ΑΝΑΤΟΛΙΚΗ,Sand,,154.0,,,0.0,1.0,0,0,Typhoon2,5595,ΧΑΛΚΙΔΙΚΗ,2364,3,Spring,40.245944,24.287806,N,2.0
,10819.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 253,,0.0,0.0,0.0,0.0,"40°14'57.3""N 24°17'04.8""E",ΑΝΑΤΟΛΙΚΗ,Sand,,195.0,,,0.0,1.0,0,0,Typhoon2,5596,ΧΑΛΚΙΔΙΚΗ,10819,3,Spring,40.24925,24.284667,N,2.0
,2347.0,2025-03-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 254,,0.0,0.0,0.0,0.0,"40°14'13.9""N 24°18'11.8""E",ΑΝΑΤΟΛΙΚΗ,Sand,,285.0,,,0.0,1.0,0,0,Typhoon2,5597,ΧΑΛΚΙΔΙΚΗ,2347,3,Spring,40.237194,24.303278,N,2.0
624,2362.0,2025-03-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 255,,332.0,133.0,81.0,118.0,"40°14'31.6""N 24°17'37.6""E",ΑΝΑΤΟΛΙΚΗ,Sand,2070.0,,131.0,,1.0,0.0,0,0,Typhoon2,5598,ΧΑΛΚΙΔΙΚΗ,2362,3,Spring,40.242111,24.293778,N,2.0
,2315.0,2025-03-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 256,,149.0,43.0,71.0,35.0,"40°12'18.6""N 24°20'34.3""E",ΑΝΑΤΟΛΙΚΗ,Sand,1365.0,,65.0,,1.0,0.0,0,0,Typhoon2,5599,ΧΑΛΚΙΔΙΚΗ,2315,3,Spring,40.205167,24.342861,N,2.0
,10823.0,2025-03-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 257,,0.0,0.0,0.0,0.0,"40°12'18.2""N 24°20'38.0""E",ΑΝΑΤΟΛΙΚΗ,Sand,,15.0,,,0.0,1.0,0,0,Typhoon2,5600,ΧΑΛΚΙΔΙΚΗ,10823,3,Spring,40.205056,24.343889,N,2.0
,10824.0,2025-03-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 258,,0.0,0.0,0.0,0.0,"40°12'20.1""N 24°20'43.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,10.0,,,0.0,1.0,0,0,Typhoon2,5601,ΧΑΛΚΙΔΙΚΗ,10824,3,Spring,40.205583,24.345389,N,2.0
625,2318.0,2025-03-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 259 (1),,670.0,388.0,212.0,70.0,"40°12'24.6""N 24°20'24.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,0.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5602,ΧΑΛΚΙΔΙΚΗ,2318,3,Spring,40.206833,24.340111,N,1.0
626,2318.0,2025-03-16,ΆΘΩΣ ΠΑΡΑΛΊΑ 259 (2),,317.0,95.0,214.0,8.0,"40°12'24.6""N 24°20'24.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,11307.0,,315.0,,1.0,0.0,0,0,Typhoon2,5603,ΧΑΛΚΙΔΙΚΗ,2318,3,Spring,40.206833,24.340111,S,2.0
,10826.0,2025-03-16,ΆΘΩΣ ΠΑΡΑΛΊΑ 260,,0.0,0.0,0.0,0.0,"40°11'58.9""N 24°21'29.2""E",ΑΝΑΤΟΛΙΚΗ,Sand,,46.0,,,0.0,1.0,0,0,Typhoon2,5604,ΧΑΛΚΙΔΙΚΗ,10826,3,Spring,40.199694,24.358111,S,2.0
627,10827.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 261,,57.0,28.0,29.0,0.0,"40°11'26.1""N 24°22'25.9""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,1186.0,,57.0,,1.0,0.0,0,0,Typhoon2,5605,ΧΑΛΚΙΔΙΚΗ,10827,3,Spring,40.190583,24.373861,NE,3.0
,10828.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 262,,0.0,0.0,0.0,0.0,"40°11'25.0""N 24°22'26.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,22.0,,,0.0,1.0,0,0,Typhoon2,5606,ΧΑΛΚΙΔΙΚΗ,10828,3,Spring,40.190278,24.374028,NE,3.0
,10829.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 263,,0.0,0.0,0.0,0.0,"40°11'22.8""N 24°22'27.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,64.0,,,0.0,1.0,0,0,Typhoon2,5607,ΧΑΛΚΙΔΙΚΗ,10829,3,Spring,40.189667,24.374306,NE,3.0
,2317.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 264,,0.0,0.0,0.0,0.0,"40°12'45.6""N 24°20'16.7""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,42.0,,,0.0,1.0,0,0,Typhoon2,5608,ΧΑΛΚΙΔΙΚΗ,2317,3,Spring,40.212667,24.337972,NE,3.0
,2360.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 265,,0.0,0.0,0.0,0.0,"40°14'20.3""N 24°17'49.7""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,20.0,,,0.0,1.0,0,0,Typhoon2,5609,ΧΑΛΚΙΔΙΚΗ,2360,3,Spring,40.238972,24.297139,NE,3.0
,2316.0,2025-03-17,ΆΘΩΣ ΠΑΡΑΛΊΑ 266,,75.0,0.0,75.0,0.0,"40°12'54.9""N 24°20'11.0""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,1028.0,,35.0,,1.0,0.0,0,0,Typhoon2,5610,ΧΑΛΚΙΔΙΚΗ,2316,3,Spring,40.21525,24.336389,NE,3.0
628,10833.0,2025-03-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 267,,100.0,26.0,74.0,0.0,"40°08'09.9""N 24°17'29.8""E",ΔΥΤΙΚΗ,Pebbles,,50.0,,,0.0,1.0,0,0,Typhoon2,5611,ΧΑΛΚΙΔΙΚΗ,10833,3,Spring,40.136083,24.291611,NE,6.0
,10834.0,2025-03-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 268,,0.0,0.0,0.0,0.0,"40°08'19.0""N 24°17'27.3""E",ΔΥΤΙΚΗ,Pebbles,,100.0,,,0.0,1.0,0,0,Typhoon2,5612,ΧΑΛΚΙΔΙΚΗ,10834,3,Spring,40.138611,24.290917,NE,6.0
,10835.0,2025-03-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 269,,0.0,0.0,0.0,0.0,"40°08'21.6""N 24°17'27.3""E",ΔΥΤΙΚΗ,Pebbles,,25.0,,,0.0,1.0,0,0,Typhoon2,5613,ΧΑΛΚΙΔΙΚΗ,10835,3,Spring,40.139333,24.290917,NE,6.0
,10836.0,2025-03-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 270,,0.0,0.0,0.0,0.0,"40°08'54.7""N 24°17'12.8""E",ΔΥΤΙΚΗ,Pebbles,,25.0,,,0.0,1.0,0,0,Typhoon2,5614,ΧΑΛΚΙΔΙΚΗ,10836,3,Spring,40.148528,24.286889,NE,6.0
,10837.0,2025-03-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 271,,0.0,0.0,0.0,0.0,"40°08'55.7""N 24°17'12.2""E",ΔΥΤΙΚΗ,Pebbles,,51.0,,,0.0,1.0,0,0,Typhoon2,5615,ΧΑΛΚΙΔΙΚΗ,10837,3,Spring,40.148806,24.286722,NE,6.0
629,10838.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 272,,0.0,0.0,0.0,0.0,"40°07'41.3""N 24°17'30.6""E",ΝΟΤΙΑ,Pebbles,,14.0,,,0.0,1.0,0,0,Typhoon2,5616,ΧΑΛΚΙΔΙΚΗ,10838,3,Spring,40.128139,24.291833,SW,3.0
,10839.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 273,,109.0,63.0,46.0,0.0,"40°07'15.8""N 24°17'51.8""E",ΝΟΤΙΑ,Pebbles,,33.0,,,0.0,1.0,0,0,Typhoon2,5617,ΧΑΛΚΙΔΙΚΗ,10839,3,Spring,40.121056,24.297722,SW,3.0
,2305.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 274,,0.0,0.0,0.0,0.0,"40°07'15.3""N 24°19'11.9""E",ΝΟΤΙΑ,Pebbles,,150.0,,,0.0,1.0,0,0,Typhoon2,5618,ΧΑΛΚΙΔΙΚΗ,2305,3,Spring,40.120917,24.319972,SW,3.0
,10841.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 275,,0.0,0.0,0.0,0.0,"40°07'16.0""N 24°19'18.4""E",ΝΟΤΙΑ,Pebbles,,66.0,,,0.0,1.0,0,0,Typhoon2,5619,ΧΑΛΚΙΔΙΚΗ,10841,3,Spring,40.121111,24.321778,SW,3.0
,10842.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 276,,0.0,0.0,0.0,0.0,"40°07'33.6""N 24°20'09.0""E",ΝΟΤΙΑ,Pebbles,,155.0,,,0.0,1.0,0,0,Typhoon2,5620,ΧΑΛΚΙΔΙΚΗ,10842,3,Spring,40.126,24.335833,SW,3.0
,10843.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 277,,0.0,0.0,0.0,0.0,"40°07'53.0""N 24°21'33.0""E",ΝΟΤΙΑ,Pebbles,,30.0,,,0.0,1.0,0,0,Typhoon2,5621,ΧΑΛΚΙΔΙΚΗ,10843,3,Spring,40.131389,24.359167,SW,3.0
,10844.0,2025-03-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 278,,0.0,0.0,0.0,0.0,"40°08'01.4""N 24°21'49.5""E",ΝΟΤΙΑ,Pebbles,,10.0,,,0.0,1.0,0,0,Typhoon2,5622,ΧΑΛΚΙΔΙΚΗ,10844,3,Spring,40.133722,24.36375,SW,3.0
,,,,,,,,,,,,,,,,,,,,Typhoon2,5623,ΧΑΛΚΙΔΙΚΗ,,,,,,,
